company_id,date,End of month account balance,Monthly average account balance,Monthly minimum balance,Maximum monthly balance,Account balance at the end of last month,Last month's average account balance,Last month's minimum balance,Last month's maximum balance
1000047,202501,5442265,5397710,3928402,8268632,5342438,5181751,3942901,7535242
1000047,202502,6955912,7241810,5703373,8277270,7430233,7608752,5590767,9047754
1000047,202503,7055925,7403897,5251036,10988570,6554948,6814726,5676891,11730098
1000047,202504,5116499,4914956,3018243,8986326,5172393,4608949,2772765,9513622
1000047,202505,6665211,6487285,4967053,17882601,6903166,6878080,4940352,17184879
1000047,202506,7460153,7796143,5604900,13399524,7056607,7302175,5775708,12835645
1000047,202507,6410458,6704267,5087613,16242699,6426266,6872874,5198056,16480469
1000047,202508,4536879,4354363,3395171,8778590,4910180,4763885,3235106,9386460
1000047,202509,4525083,4305615,4016901,11725620,4536150,4325326,4067765,12744877
1000047,202510,5864439,5665693,3395013,17328924,5462517,5311469,3536626,16528081
1000048,202101,1597065,1676281,1406113,2484552,1637890,1616166,1429984,2537927
1000048,202102,1064788,1030714,761680,2915867,1084422,1097392,789780,3046441
1000048,202103,1374369,1374719,1056590,3135575,1244341,1333934,1005045,2963991
1000048,202104,1059751,1096674,572037,2811370,972977,1145697,610117,2759342
1000048,202105,1135752,1081281,740771,2655403,1057789,1141259,733317,2489426
1000048,202106,1537427,1553491,1241859,2929573,1425591,1553858,1362871,3046114
1000048,202107,1446480,1414227,1132253,2217949,1376894,1494332,1024300,2379320
1000048,202108,963084,997979,497005,1187547,954243,961433,485108,1277214
1000048,202109,1217428,1191065,874889,2577885,1186192,1194914,818979,2665578
1000048,202110,912544,929586,488495,2720859,983841,964270,493927,2637683
1000048,202111,1257253,1279156,1129443,3145998,1285442,1194238,1071435,3247324
1000048,202112,1395789,1356915,1198869,2403487,1500792,1295479,1255809,2578589
1000048,202201,980714,935091,498626,2620162,986017,963524,536707,2686114
1000048,202202,1110733,1100653,936858,2844664,1019624,1134852,882685,2795105
1000048,202203,1193874,1168706,1036010,1952112,1185107,1167140,965701,2116012
1000048,202204,1591980,1641168,1021126,1794454,1694513,1738189,1097783,1914760
1000048,202205,1648239,1697746,1298483,2183107,1547400,1691652,1262455,2350086
1000048,202206,924557,920583,625778,2558139,848967,990790,617590,2764423
1000048,202207,1471011,1486679,1121047,3956239,1420830,1556821,1058485,3872218
1000048,202208,1173948,1186187,746779,1949806,1147862,1142225,735624,2090051
1000048,202209,1189770,1228694,748393,1953449,1143668,1202953,708174,1980933
1000048,202210,1465866,1454872,981798,3820696,1358928,1503664,1014379,3467785
1000048,202211,1591137,1555407,888215,4585181,1511847,1678113,888015,4709747
1000048,202212,1615940,1577971,1345198,4169708,1674851,1476573,1422697,4145205
1000048,202301,1330688,1335504,850947,2994845,1300329,1339420,819075,2860169
1000048,202302,1162804,1156890,767520,1815224,1193629,1068685,768378,1985994
1000048,202303,1491265,1482335,1278941,3130047,1502092,1416950,1217429,2851517
1000048,202304,1081824,1037592,755815,1669981,1092437,1076186,821491,1818902
1000048,202305,1320730,1349601,947889,3480416,1254310,1235623,952047,3243237
1000048,202306,1163916,1130597,1027271,2136048,1168930,1167309,960182,2083496
1000048,202307,1391361,1349196,1189183,3734447,1258790,1457350,1135138,3672630
1000048,202308,1073733,1064365,609651,1959624,1059075,1164281,558794,2050166
1000048,202309,1036490,1008274,714438,2763161,1051544,951131,646968,2605997
1000048,202310,1590994,1604335,1413627,2757676,1489805,1684198,1420955,3025778
1000048,202311,967971,955529,628161,1874235,920842,1037010,607698,1967576
1000048,202312,1276382,1269861,827898,2896657,1204784,1166080,904689,3064635
1000048,202401,1058818,1062753,612009,1306101,967877,1044478,571779,1203292
1000048,202402,919992,892717,502066,2669442,891997,967599,531578,2656795
1000048,202403,917771,886176,730657,2009781,1005687,833499,703764,2188896
1000048,202404,1023997,1062952,827402,2114408,994071,1155165,781652,2017173
1000048,202405,1551719,1541434,1377313,4181647,1539471,1549816,1506680,3885070
1000048,202406,1105845,1096123,895034,3035488,1139703,1008409,949197,3026621
1000048,202407,1615582,1540556,965053,3380273,1663564,1525112,990264,3671242
1000048,202408,1334122,1333852,688469,3817988,1454164,1287503,715611,3807901
1000048,202409,1223466,1230093,1093992,1496301,1310959,1176511,1201505,1467821
1000048,202410,1332951,1340794,847997,1753002,1411315,1351916,863804,1805687
1000048,202411,1284578,1311172,802589,2869615,1400608,1306869,738686,3120352
1000048,202412,1469308,1421920,1267104,2604679,1390190,1416791,1156832,2369766
1000048,202501,1105858,1078457,811743,2191841,1131747,989622,838791,2039900
1000048,202502,1159698,1195733,679523,1998566,1249504,1268031,700941,1851773
1000048,202503,1572569,1642889,1345550,2939097,1611612,1636790,1412336,2695347
1000048,202504,1612527,1553820,1446991,4294204,1766497,1653545,1333772,4124244
1000048,202505,1571397,1571027,840181,3500451,1445796,1673016,914940,3310942
1000048,202506,1210366,1175770,1022639,3624991,1195679,1132768,1033102,3660292
1000048,202507,1485783,1420419,974980,3855711,1627634,1279611,1004142,3722526
1000048,202508,1253777,1231899,889716,2031075,1223578,1333221,806946,1992569
1000048,202509,1269958,1224707,1099690,2034797,1330803,1288561,1201075,2214617
1000048,202510,1046476,1068444,930685,1818991,948191,984518,942335,1693719
1000049,202101,4835385,4851692,2924757,13066143,5023807,5047435,2961821,12774656
1000049,202102,3721317,3588776,2177492,4286386,4044793,3244270,2370659,4078137
1000049,202103,4121366,3919106,2193418,6335959,4024683,3548953,2381766,6398261
1000049,202104,5561326,5732702,4030399,15679296,5028884,5762309,3804937,16420413
1000049,202105,3778919,3656555,1910023,8751232,3422120,3361132,2074704,9306038
1000049,202106,3405035,3441202,2263528,5213140,3672005,3760777,2370647,5229088
1000049,202107,3399118,3343685,1799335,5154339,3550389,3607054,1626203,5520211
1000049,202108,5797221,5846779,3838283,15878439,5341195,6021962,3638571,16783749
1000049,202109,4603738,4518869,2375403,12881900,4193628,4124560,2334061,11998212
1000049,202110,4335510,4156427,3616192,6878932,4599824,4010815,3676092,6528696
1000049,202111,5439873,5289161,3176317,10330153,5776993,5153465,3304214,10684932
1000049,202112,5508499,5336666,3477644,14794351,5090427,5316258,3276086,16199204
1000049,202201,4123089,4093410,3496458,10575369,3959419,3822346,3731909,10313374
1000049,202202,5117310,5198308,4086204,13542656,5403906,5278893,4368736,12810832
1000049,202203,5330512,5204608,3132290,11113885,5357603,5137750,3216861,11934377
1000049,202204,5010118,4765659,2649148,14188369,5467626,5191991,2872256,13335965
1000049,202205,3626302,3633169,2851250,6234729,3612567,3950123,3029728,6480886
1000049,202206,5618689,5678111,3687438,7853112,5817543,5752464,3482138,7121593
1000049,202207,4692244,4909434,3783975,11480003,4701425,5051168,4010012,10375581
1000049,202208,3986322,4021987,2703196,8470030,4339482,3730631,2948214,8387983
1000049,202209,4379018,4366394,2795569,11927188,4290263,4124778,2592949,12300604
1000049,202210,3312642,3336957,2254193,4154724,3133624,3604391,2470008,3857606
1000049,202211,3561030,3713406,2846771,9625519,3437557,3861322,2576323,10133520
1000049,202212,5315173,5489711,4575769,8808622,5690185,5148723,4596055,8154558
1000049,202301,3209323,3152511,1668549,7523377,3207999,3196778,1759949,7574096
1000049,202302,4355189,4240758,3090636,5122767,4228237,4609501,3270163,4926359
1000049,202303,4646623,4536327,2384341,10493024,4687754,4395856,2496248,11022403
1000049,202304,3359580,3361065,2309253,8274028,3113141,3149869,2322808,8777282
1000049,202305,5886055,6029703,5027356,10598580,5303758,6562759,5179146,9678816
1000049,202306,3831321,3832554,2469807,5782537,3663190,3802863,2568565,5427031
1000049,202307,4046087,3871213,3532153,8583766,4131059,3807138,3528295,9257839
1000049,202308,4045382,4135828,3043111,10854012,4216647,3943567,3101347,10670824
1000049,202309,3843126,3960714,3357593,6589961,4094167,4270905,3590185,6559299
1000049,202310,3213345,3145703,2579887,5076094,3487548,3363144,2483336,4739065
1000049,202311,5215588,5301189,2823584,8501288,5123910,5198335,2836689,9342736
1000049,202312,5868910,5825827,3477097,17039506,6151224,5278913,3135284,18481210
1000049,202401,3826282,3975170,2516423,6820830,3500797,3932756,2610756,6141508
1000049,202402,5033215,5206974,2859081,5571004,4587805,4874621,2684897,5627532
1000049,202403,5250115,5263467,3664394,13572567,4856144,4887375,3650470,14583091
1000049,202404,5543157,5649311,3816725,13462233,5486139,5528521,3595511,13275198
1000049,202405,4371868,4539463,3858189,5877013,4119420,4175467,3490529,5802744
1000049,202406,4042600,4040868,2722655,12011850,3870324,4410578,2713518,11721997
1000049,202407,4104120,4027475,3341782,9256097,4225503,3663020,3291544,8383854
1000049,202408,5169585,5300719,4532507,10605305,5023308,5196156,4464654,11221013
1000049,202409,5456105,5303370,4642029,9964029,5518710,4945607,4371682,9877910
1000049,202410,3708878,3667535,2164008,10412594,3643901,3806029,2357558,10477288
1000049,202411,4229683,4384374,2954061,6613238,3949651,4015044,2660726,6290095
1000049,202412,5690367,5818071,3636690,9349050,5205570,5872534,3921475,9880297
1000049,202501,5428361,5376146,3582411,7233728,5141994,5669792,3752147,7658707
1000049,202502,5918460,5749632,3813398,15046656,5394913,6267167,3563294,15205912
1000049,202503,5284093,5207985,4388670,11791684,5409444,5414770,4364261,12745932
1000049,202504,4290901,4198262,2921484,9685532,4544679,3861974,3207117,8941458
1000049,202505,4834030,4677450,3429636,7324008,4679090,4292515,3528202,7743859
1000049,202506,5027623,5149961,4489561,11750660,4914110,5388505,4154978,11888340
1000049,202507,3425109,3340190,1794728,8748999,3641706,3150019,1779523,8278325
1000049,202508,4707105,4685531,3272299,8378591,4445966,4636088,3251489,7762435
1000049,202509,5160506,5101603,4178073,13533734,4767440,5587909,4430648,12995110
1000049,202510,3669562,3846463,2056660,6468344,3670382,4092564,2227841,6929298
1000050,202101,9675777,9570400,7204705,24580954,9958677,10233807,6602739,25994945
1000050,202102,8697620,8332304,5181919,10124788,8870971,8933512,4989190,10418675
1000050,202103,10528378,10096531,8917132,22606667,10978725,10337929,8557661,20754398
1000050,202104,6007747,6062269,3789926,17675395,5475161,6358027,4165923,19283257
1000050,202105,7115316,7186016,4494212,21092391,7013142,6983314,4547447,20271644
1000050,202106,8785972,8714593,6495271,14367962,8326589,9583344,6988692,14675436
1000050,202107,7270511,7220957,4169093,14095036,7647299,6902689,4107417,14949482
1000050,202108,9346804,8929873,5738521,11399904,10043571,9090623,5994141,10562822
1000050,202109,9568319,9584151,6378746,26402326,9149869,9166400,6106482,27205995
1000050,202110,6306341,6309329,4045234,13749633,5795802,5819814,4378388,12463481
1000050,202111,8350209,8057575,5928238,15295005,7938423,8166490,5875057,14076878
1000050,202112,8325544,7995718,6159704,10941963,7666175,7761201,6533875,11430288
1000050,202201,7631848,7344564,5545811,22123642,7360798,7466805,5274972,20597474
1000050,202202,10432495,10016267,7946090,21985608,10512196,10133814,8253769,21737200
1000050,202203,9908689,10017395,6174102,16226103,10847400,10102055,6056989,15409386
1000050,202204,9261267,8980171,5098980,16349921,9074875,8303606,4621143,16092342
1000050,202205,9346319,9113997,7517459,15087993,8822999,9004958,7386667,13812213
1000050,202206,8091143,7827025,6799085,18151982,7551952,8315437,6867105,19077372
1000050,202207,10373215,10848137,6252999,29739289,9694889,10447067,5817492,27235485
1000050,202208,9248278,9576238,6130098,25226696,8679689,9468661,5742569,26931589
1000050,202209,9419134,9165283,6588003,18600186,9913199,9153975,6541706,19205097
1000050,202210,10078546,9904757,7189336,26913233,9193705,10623310,6963202,26464242
1000050,202211,7158771,6951089,5467841,13629587,7870929,7167406,5403036,14628599
1000050,202212,9807149,9799181,5066778,15489249,9851646,9015643,5027081,14516930
1000050,202301,6767073,6441989,5336451,20087979,6826991,6912474,4952307,19142093
1000050,202302,7512900,7641647,3942682,12602036,7298878,8149153,3691292,11687439
1000050,202303,7464546,7481832,5130497,12802263,7748579,7861379,5487749,12499025
1000050,202304,10659076,11083988,8858421,31768485,10598226,11008745,8260865,34861040
1000050,202305,10052938,9715554,6840884,13616324,9709250,10215993,7067884,12693211
1000050,202306,9280946,9563188,5193950,23620142,8844998,9522529,5109317,25183684
1000050,202307,9409573,9684295,8412285,27081167,10210612,10142601,9200073,27903784
1000050,202308,8589797,8269553,7350411,17801585,8230725,8898221,6712548,16077729
1000050,202309,10502882,10396339,8491847,11603493,10369271,11208379,9052969,12635949
1000050,202310,8262779,7990233,5491481,14977212,8015459,7917647,5482089,16388338
1000050,202311,7687682,7499118,4409179,10086093,7051416,8038068,3972981,10943210
1000050,202312,6607051,6450626,5791506,12492324,6192041,5936456,5517753,12496670
1000050,202401,9703473,9758041,6917998,25239226,9100891,8980948,6790287,23827723
1000050,202402,9446279,9362595,7943774,18264871,9812132,9452975,7648575,17867663
1000050,202403,7706749,8051805,4907950,14802027,7562764,8296329,4772931,15140080
1000050,202404,5922139,5700870,3755319,12779383,6256109,5305222,4068266,12469703
1000050,202405,9965786,10437857,8911567,21976671,10382258,10379780,8663707,22891654
1000050,202406,5853692,5696016,4148705,15962801,5493162,5233912,4081354,16906443
1000050,202407,9293516,9547111,5169780,15667709,9410459,9742062,5439778,14757079
1000050,202408,10617992,10447010,6241997,28256339,11133832,11188944,6608818,27719140
1000050,202409,7971619,7687097,5522559,17340456,8183732,8052447,5063181,18927955
1000050,202410,6964499,7213750,3600564,11637720,7103811,7038155,3747517,11055384
1000050,202411,9299336,9121589,6370171,15443774,9744980,10022425,6347967,14969487
1000050,202412,9857122,10013707,6580381,17606409,8983348,10340023,6098504,15971338
1000050,202501,8512072,8568629,6909542,19434057,8906048,9108878,6584393,18782495
1000050,202502,10601983,10572039,6806226,16311599,10119921,10930848,6186907,15890535
1000050,202503,6053690,6051159,5406063,17244745,6140708,6643466,5254949,15864598
1000050,202504,8305197,8498075,4753130,18207765,7877155,9044262,4520613,16392240
1000050,202505,9366827,8980701,6897681,26677004,10001556,9015587,6735038,27079322
1000050,202506,10083264,10252845,5403416,11980614,10044058,9979872,5490238,11505047
1000050,202507,6687647,6952352,5306952,11709813,6878835,7205632,5553554,10580574
1000050,202508,9772032,9339901,8774321,11172701,10346787,9508433,8959199,11977011
1000050,202509,8543261,8236261,7070876,13816831,9218717,8449334,7323132,14050085
1000050,202510,7767362,7935627,5610221,21265579,8127864,7686466,6020484,19867019
1000051,202101,2570355,2554234,1783560,3006180,2389797,2517825,1916907,3225779
1000051,202102,4022596,3983797,3354893,7758298,4307824,4030085,3596927,7375947
1000051,202103,2620952,2525802,2291733,3468508,2683109,2697194,2132764,3279436
1000051,202104,2922879,2924857,2617971,5530079,2986860,3078651,2487632,5966550
1000051,202105,2883796,2776099,1899313,7768421,3126808,2564369,1900196,7270399
1000051,202106,4034708,4025275,3616579,9214607,3832029,3820432,3514402,9913048
1000051,202107,3641328,3737318,2047775,9102726,3451678,3383511,1896923,9654302
1000051,202108,3886763,3792806,2337576,6853520,3897019,3419563,2238346,6592781
1000051,202109,2805446,2800055,1502614,8119958,2946202,2645702,1645491,7363822
1000051,202110,3546643,3721143,2158825,8680756,3509219,3943906,2092733,7956039
1000051,202111,3441467,3505702,2777866,6543666,3533623,3789486,2732816,6032642
1000051,202112,3958326,4093446,3329624,7561523,3920741,4004837,3000924,8152529
1000051,202201,4103349,4068408,3330101,11676079,4193940,4119831,3476235,11451982
1000051,202202,2333670,2396179,1755914,5122799,2484080,2494926,1725554,4643847
1000051,202203,3643935,3476499,2571111,8898928,3411070,3791425,2367036,8999572
1000051,202204,2412221,2321258,1889931,4564807,2506480,2512962,2067038,4298215
1000051,202205,3396158,3295316,2229011,5179196,3591386,3003477,2352691,4904829
1000051,202206,2879019,2850790,2408366,7124888,2848565,2707204,2517296,6641595
1000051,202207,2916918,3017768,2248582,6577256,2813795,2745652,2454494,6921932
1000051,202208,3008342,2962093,2343865,6174776,2715656,3031134,2300494,5558055
1000051,202209,3539552,3594280,2528565,8090140,3749875,3745594,2639080,7991414
1000051,202210,2970910,3033095,2537429,4443716,2868674,2916796,2388333,4076550
1000051,202211,3760100,3792505,2259090,9808158,3652793,4060902,2348152,9910897
1000051,202212,3110431,3066027,2029428,9024944,3008412,3037091,1832199,8746961
1000051,202301,2444920,2463758,1982969,6828896,2444303,2709336,1834764,6184728
1000051,202302,3861183,3800278,2691628,6605433,4017560,3420553,2651392,6553876
1000051,202303,2875309,2755659,2460360,5380884,3031647,2540436,2220274,5456846
1000051,202304,3166336,3322374,2021894,8346348,3098304,3190670,2006513,7925114
1000051,202305,3666551,3529855,2374942,8179057,3786155,3194877,2385767,8613384
1000051,202306,2967754,2840837,2538896,6354072,3098741,3001253,2600645,6190198
1000051,202307,2421624,2513289,1660624,6927345,2323266,2288486,1527902,7272806
1000051,202308,3049841,2989403,2154559,6460927,2803792,3138263,2017103,6563029
1000051,202309,4179292,4242105,2645932,8686171,4509176,3862494,2705880,9327650
1000051,202310,3580021,3518804,2186204,4223835,3706836,3344783,2255370,4263475
1000051,202311,3638905,3599406,2774226,4482738,3746696,3845084,2511174,4200887
1000051,202312,3561308,3476589,1951369,3967648,3247131,3790243,1967123,4223633
1000051,202401,2703541,2661107,2302630,7664982,2875417,2615616,2433871,8098874
1000051,202402,3137763,3109742,2546863,5886238,3179215,3402019,2327374,6442317
1000051,202403,3796210,3879884,2187753,7555470,4060338,3978340,2149761,6941334
1000051,202404,2510288,2513183,1952019,6793429,2748545,2470878,1884288,6917383
1000051,202405,2859658,2986502,2119158,6455872,3121088,3167365,2294482,6445115
1000051,202406,2856622,2725754,1639169,6450403,3060064,2614177,1536164,6670841
1000051,202407,3164855,3165826,1928287,5264468,2855298,3017536,1858236,5770046
1000051,202408,4250402,4286200,2820543,11409889,4578301,4420398,3045309,11483533
1000051,202409,2443236,2545900,1904984,3457366,2235591,2490138,1840463,3585799
1000051,202410,3336456,3186034,2520657,4007031,3570804,2954038,2536460,3884586
1000051,202411,2664685,2684270,1899637,3901222,2547531,2451793,1722224,3744369
1000051,202412,4231215,4380843,3416131,6806758,4324359,4633041,3747429,6582538
1000051,202501,2533907,2468513,2035170,4146462,2299808,2555360,2167434,3763833
1000051,202502,3108597,3225571,2322568,7379734,3277195,3168670,2384999,7062022
1000051,202503,3770366,3589027,3072079,5707831,3477563,3873441,2802200,5334477
1000051,202504,3704383,3790493,2347487,8837364,3638213,3722913,2147889,8762119
1000051,202505,3146463,3282740,2682359,4005922,3346229,3420809,2706486,3974535
1000051,202506,2995604,3042694,2234612,4132988,3112641,3291656,2138552,4352226
1000051,202507,3096742,3077860,2567030,6400224,2790810,3287594,2630070,6403157
1000051,202508,2832781,2703855,2035386,8077964,2777843,2709860,2075357,8018318
1000051,202509,2716094,2830200,1595366,7423569,2467260,2932447,1703420,7025110
1000051,202510,3265859,3256158,2341503,9603687,3379184,3199934,2239121,10280708
1000052,202101,8254162,7865388,5352367,19280981,9028317,8096940,5435717,17703800
1000052,202102,8363020,8521767,6514789,19937843,8622710,8108550,6876181,21861031
1000052,202103,10486916,10467868,7239301,23989278,9908819,10331245,7225941,23874489
1000052,202104,12280041,11818735,10247020,28039704,11924492,11132174,10924642,26278737
1000052,202105,10181417,9890505,7852204,14045556,11152012,8976988,7273145,13636347
1000052,202106,7152490,6840992,5534723,15257005,6757747,6962132,5793634,13778205
1000052,202107,7144462,7197540,4192814,13099578,7232380,7722138,4564282,12225895
1000052,202108,12181614,12330265,10886707,23642328,11939087,11160315,10520659,22863737
1000052,202109,8419550,8424384,7044385,17637619,8871368,7912231,6856069,17829570
1000052,202110,7239261,7468819,5904355,9729224,7771186,7409344,5412580,9008251
1000052,202111,10155004,10521608,6418836,18106643,9831744,10870708,6600479,18743863
1000052,202112,10296509,10415561,7354308,12567446,10626813,9730694,7431455,13432781
1000052,202201,10439461,9930805,5792243,30915100,10541867,9050329,5259757,31362377
1000052,202202,8247653,8408671,5900291,10929816,7882190,8440705,6197915,10485850
1000052,202203,6796668,6740934,3794958,10814837,6486659,7170614,4044882,9995920
1000052,202204,12259785,12340157,8841942,34247176,12354508,11193102,9561887,30928864
1000052,202205,8152706,8274247,6191888,16445223,7588543,8024976,6248524,17207631
1000052,202206,10597743,10439027,6952950,14388668,11256519,10780413,6887008,14758397
1000052,202207,10773752,11223123,7535355,19716375,9845065,10394277,8102220,19622853
1000052,202208,10218054,9844047,8688016,13489355,9389522,9324176,8511991,12415590
1000052,202209,8509365,8655310,4624203,12597352,8240854,8716749,4767963,11859210
1000052,202210,8268899,7859058,6753153,9913225,7637306,8571452,6908964,10538099
1000052,202211,10147089,10577986,5766609,19610591,10097774,10128088,5619169,19531566
1000052,202212,11690875,11237858,6017096,30777498,11456299,11209824,5519951,33626465
1000052,202301,12154643,11662239,6979558,26902375,12693846,11428832,6311496,29592462
1000052,202302,7318852,7196632,5899121,16482465,7981946,7768615,5814454,17473743
1000052,202303,7600218,7504125,5031727,11256756,7985638,6861606,5012809,10712342
1000052,202304,12143155,11796225,10309638,21291787,11364654,11952283,10974977,20146778
1000052,202305,10945744,11038915,7770197,29618745,11899164,11803072,7637189,28159336
1000052,202306,11788061,11720767,5998945,14934609,11533753,12864989,5736383,16388597
1000052,202307,7875150,7508306,6195265,21499696,7834497,7806724,6148300,20791670
1000052,202308,10089103,9907148,5489411,20370010,9930857,9669248,5201755,21211074
1000052,202309,10742176,11075648,8762949,28902685,10270695,10880327,8046771,31556053
1000052,202310,10621241,10822727,6024803,18100848,11460413,10501686,5558535,19257840
1000052,202311,9057136,9260804,5780069,15793848,8753248,9452712,5571009,16102155
1000052,202312,6798303,6932988,5469293,17186444,6905167,7264947,4936229,16048582
1000052,202401,10062303,9872098,8871857,26076385,9539130,10502861,8375393,24381097
1000052,202402,8165408,7838517,5295867,12544719,8651046,7707759,5600403,12525708
1000052,202403,9299277,9087687,7734767,27418504,9809246,9481562,7324232,29896832
1000052,202404,12217028,12622371,7040879,15399944,11719335,13673114,6492717,16645780
1000052,202405,9004706,9437355,7409719,11077189,9331674,10231649,8075231,10337658
1000052,202406,11539652,11532551,8804727,25750248,12010177,12003145,9020390,24656994
1000052,202407,7794103,7411958,4497956,19276433,7891547,7614900,4102159,19618826
1000052,202408,10577236,10196502,6568480,30945646,10790046,10260793,5993401,30805960
1000052,202409,12328751,12109398,6814203,23047329,12512337,11342140,6967007,21292794
1000052,202410,7295774,7353108,4765503,8375940,6685649,6799609,4803749,8157004
1000052,202411,6757613,6470477,3929277,15174240,6987730,6451985,3590081,16554228
1000052,202412,9203396,9611435,6972485,15189491,9147761,8956788,6588043,16560926
1000052,202501,7242474,7144761,6502307,13924377,7153329,7254790,7060260,14089870
1000052,202502,11013891,11468306,5559852,22337184,11806889,11802498,5639925,22941455
1000052,202503,11969540,12305311,8574594,14633647,10828188,12368352,8472256,13819741
1000052,202504,9205916,9441069,6715408,18626931,8748041,8565743,6379846,19528298
1000052,202505,8197673,8285158,7096590,15657615,7576950,7552299,6576691,14256246
1000052,202506,9208115,9324858,6467799,22595186,8352388,8603750,6341847,21332938
1000052,202507,10870475,11020491,7799354,25293043,10382775,10257092,8458191,22793501
1000052,202508,6761836,6848875,4656613,9817576,7422435,7519903,4236317,9593148
1000052,202509,10099847,10154111,6136280,15065577,9635716,9838308,6738836,16120954
1000052,202510,10236943,10734882,5347898,16142755,10572112,10288253,5035380,17700551
1000053,202101,3960744,4052748,2627807,5703494,3658379,3689837,2579858,5894853
1000053,202102,3092216,3177853,1611157,7262703,3155202,3263858,1464558,7618381
1000053,202103,4128372,4282138,2973241,12341426,4528395,4412478,3023656,11755824
1000053,202104,2761567,2683039,1720228,6459321,2646596,2508882,1714570,6485588
1000053,202105,2998372,2873581,2139161,6754417,3207104,3114525,2210483,7074006
1000053,202106,4487090,4479414,2484586,8430627,4933619,4748620,2505793,8426033
1000053,202107,4182526,4188415,3651562,7084791,4256601,3962508,3577199,6501778
1000053,202108,2591126,2676421,2222689,7335581,2492352,2668846,2328380,7688956
1000053,202109,3106164,3088702,1789146,9135550,3213967,3062998,1619184,8623163
1000053,202110,3031597,3053076,1932272,6196204,3240685,2960580,1948127,5697654
1000053,202111,3155401,3163942,2352026,5210769,2947996,3364937,2170391,5187902
1000053,202112,3104372,2961012,1671004,7957226,3074890,2729617,1649617,7280239
1000053,202201,2698205,2729292,1731781,3647077,2600631,2683065,1832614,3741495
1000053,202202,3568375,3685433,2142612,9115833,3413763,3632385,1989398,9371939
1000053,202203,4169378,4026577,3611543,11073875,4470258,4001391,3926332,10535024
1000053,202204,3892792,3929513,3273854,5205898,3831795,4213498,3528235,5689561
1000053,202205,4037976,4075775,2955528,11936405,3908014,3846037,2905227,12710962
1000053,202206,2739084,2647101,1939650,8141854,2795788,2436880,1748002,7506116
1000053,202207,4649573,4474499,4055777,13389686,4388640,4579925,4290805,14055185
1000053,202208,4401529,4612825,3842407,8989973,4163752,4311916,4135118,8725802
1000053,202209,4328209,4282208,3842289,6784644,4345771,3918162,3592338,7124267
1000053,202210,4367487,4248438,2402779,9633879,4288236,4186112,2602782,10213443
1000053,202211,4608349,4456883,2600137,8746067,4419390,4206982,2815478,8136252
1000053,202212,3755647,3818592,2894457,5600805,3420606,3712600,2877837,5782094
1000053,202301,3000593,3033433,2150146,5716085,3013060,2887652,2278309,6130764
1000053,202302,3914857,3971055,1986345,9244506,4162752,3647522,1964474,8917941
1000053,202303,4191654,4018960,2199738,5175583,4486224,4067466,2227915,4741173
1000053,202304,4180758,4345285,3575518,7247319,3959545,3934237,3446684,6562110
1000053,202305,3705587,3664553,3140664,4201432,3779432,4006364,2926765,3873721
1000053,202306,2711227,2660627,1743070,6843249,2904202,2576194,1829016,6164680
1000053,202307,3375584,3362878,2890918,7822286,3313963,3494136,2602631,7551550
1000053,202308,4582131,4531757,3379184,5585970,4978152,4813054,3432948,5361781
1000053,202309,3843879,3983633,3161061,11274102,4153679,3807639,3391619,10395491
1000053,202310,3742647,3903304,2511212,4277774,3524176,4097484,2371225,4407063
1000053,202311,3151114,3089179,1718489,6998388,2999208,3294560,1661056,7686898
1000053,202312,3369736,3492372,2269486,8677401,3154370,3311688,2309195,9373200
1000053,202401,4526330,4653756,3091120,11754892,4251178,5112146,2934629,11173849
1000053,202402,4023908,4197261,2898733,4688423,4352147,3794902,3100187,4941580
1000053,202403,4289349,4180292,2325826,12105352,4659209,3943687,2263774,13163028
1000053,202404,3558288,3585672,3190221,10123536,3239392,3786484,3242294,10946304
1000053,202405,3944411,3855482,2357395,8546125,4018253,3619627,2228266,9203406
1000053,202406,3106181,3206850,1799786,6261930,3146083,3334007,1634704,6620676
1000053,202407,4109512,3906224,2920717,4870791,4019552,4183980,2730111,4669131
1000053,202408,3499582,3522265,2501792,7586088,3591759,3845759,2274728,6954262
1000053,202409,3532386,3475586,2387639,6633185,3848441,3457685,2372646,6617025
1000053,202410,3986282,3915598,3223932,10238096,3723390,4284532,3279794,9326477
1000053,202411,4616185,4683076,3262081,8620165,4265734,4600300,2965019,9479550
1000053,202412,2701454,2796405,2009552,6480257,2449349,2638759,1844962,6296619
1000053,202501,4371349,4419082,3451173,5650735,4252302,4431386,3441181,6168726
1000053,202502,3202764,3315876,1633441,4332088,3098756,3415235,1731179,4568724
1000053,202503,3535402,3452177,2574683,4827412,3486485,3423153,2640599,4741764
1000053,202504,2609055,2614143,2227292,3095639,2610782,2649158,2051206,2859324
1000053,202505,3221780,3205843,1633299,6857638,3387910,3152247,1759893,6497191
1000053,202506,3664280,3485333,2426020,9558416,3585214,3502593,2628568,9889222
1000053,202507,2684265,2699514,2336628,6065851,2593329,2943871,2254825,6466118
1000053,202508,3638959,3697737,2333525,7978105,3876858,3697612,2387671,8743110
1000053,202509,4596056,4638300,3141365,10999214,4917593,4409334,3136544,10190028
1000053,202510,2792302,2858278,2492454,4873477,2643062,3006191,2712798,4538130
1000054,202101,2632185,2650962,1525955,4705590,2534621,2564850,1528624,4274971
